,age,taille,poids,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret
481,24,180.3,96.3,1337,0.76,10000.0,11388.69952766574
482,30,182.4,57.0,1904,0.2,10000.0,10791.105372433178
483,56,157.2,43.8,2262,0.72,5000.0,16085.86547001797
484,48,168.2,85.9,500,0.69,10000.0,18955.86650945091
485,26,157.9,91.9,3839,0.47,5000.0,33841.40719796205
486,69,159.2,61.1,2784,0.95,,12512.590261056705
487,53,170.5,75.7,2313,0.35,1187.95,20847.421828189872
488,20,166.6,66.0,2013,0.94,5000.0,500.0
489,27,164.5,61.0,3102,0.8,5000.0,10455.281361547186
490,40,165.5,67.2,2915,0.03,5000.0,23418.10856886971
491,64,170.7,81.4,2802,0.74,336.97,24038.777163130195
492,30,167.0,57.7,546,0.43,5000.0,500.0
493,30,171.2,78.7,1360,0.39,,34232.663162465586
494,21,166.3,82.2,2174,0.35,5000.0,8190.753263564347
495,35,176.0,81.8,1350,0.12,1059.28,500.0
496,32,172.7,85.8,2826,0.97,,954.7605729030372
497,54,176.7,58.2,5329,0.58,10000.0,500.0
498,60,169.6,57.5,2484,0.12,975.69,21369.24419698963
499,71,169.5,49.8,1476,0.59,5000.0,500.0
500,30,171.4,49.4,2950,0.98,635.04,8579.126158269033
501,36,171.3,72.6,1623,0.44,,500.0
502,24,170.1,83.0,2230,0.94,,3008.8990285788677
503,60,183.5,65.1,2141,0.58,,5655.644487600104
504,66,159.5,89.7,2235,0.44,10000.0,1262.3235537061464
505,62,174.2,78.6,1773,0.19,5000.0,24298.23407125733
506,40,166.9,102.2,2784,0.89,10000.0,23796.97803650985
507,70,167.0,69.3,2834,0.6,10000.0,7275.274272172118
508,52,172.1,69.9,1985,0.31,10000.0,500.0
509,29,152.2,73.3,3481,0.23,,3947.212086700677
510,67,163.9,72.1,3389,0.06,5000.0,500.0
511,46,171.3,69.2,2904,0.43,,25610.462535755527
512,62,164.3,77.9,1096,0.62,10000.0,500.0
513,48,184.0,83.8,2555,0.02,,35632.16173175065
514,42,156.3,101.6,2521,0.98,5000.0,36789.61777025862
515,72,162.9,71.9,3724,0.69,10000.0,21122.961389310374
516,54,168.8,74.4,4079,0.31,,500.0
517,70,169.5,77.4,3974,0.06,5000.0,24841.31563523786
518,27,167.4,89.1,500,0.55,821.9,2652.4243939331814
519,43,166.8,61.8,4021,0.43,10000.0,21298.81579596581
520,27,173.8,98.7,4364,0.48,,30990.60213328678
521,20,176.4,102.1,2944,0.55,627.48,16790.505552595772
522,67,172.9,84.1,2820,0.88,,12235.719171269016
523,36,176.0,72.7,2026,0.04,5000.0,500.0
524,40,172.6,62.8,3895,0.28,10000.0,26830.76427175912
525,27,168.0,69.6,2846,0.24,5000.0,500.0
526,39,178.8,53.6,2570,0.71,5000.0,26943.41956696861
527,41,179.7,74.0,1787,0.94,1028.93,500.0
528,19,165.2,69.7,1374,0.34,1154.01,500.0
529,70,180.5,60.4,2480,0.76,10000.0,10179.386859557331
530,52,148.2,69.9,2488,0.22,10000.0,500.0
531,75,145.4,81.4,2324,0.66,10000.0,500.0
532,38,161.7,70.06407999999999,2303,0.69,1283.23,500.0
533,23,147.7,76.0,2380,0.63,5000.0,500.0
534,24,188.0,72.7,2663,0.49,352.86,10047.717232069095
535,66,164.5,66.9,500,0.97,10000.0,500.0
536,40,182.4,60.9,3360,0.3,5000.0,19703.480412800287
537,28,170.7,88.9,2353,0.65,10000.0,5889.092729643717
538,46,162.7,45.7,500,0.8,1175.47,23936.14710913469
539,52,173.4,40.3,2251,0.92,10000.0,12152.228172828332
540,25,164.7,64.2,2394,0.36,10000.0,12317.093619693276
541,57,164.7,54.1,3209,0.45,,17344.171253215754
542,60,155.5,89.8,2540,0.71,,16742.66877995482
543,61,161.5,59.7,4802,0.51,,500.0
544,66,153.5,103.7,3075,0.65,,500.0
545,72,179.1,79.7,2469,0.77,,18207.78297019837
546,62,190.6,47.5,3445,0.16,5000.0,500.0
547,45,167.2,50.1,2753,0.96,543.38,500.0
548,61,155.3,67.4,1144,0.89,10000.0,500.0
549,70,164.7,78.3,2831,0.37,,500.0
550,70,152.5,61.1,1473,0.78,5000.0,500.0
551,55,168.5,83.1,1872,0.25,5000.0,506.3094239079885
552,47,170.2,49.4,3926,0.93,,9149.762575104216
553,28,155.8,82.9,1898,0.84,5000.0,500.0
554,64,165.4,69.6,2441,0.87,10000.0,500.0
555,57,176.3,58.6,2078,0.03,5000.0,500.0
556,40,176.1,68.9,3134,0.56,,24477.586995519163
557,30,174.4,53.0,2484,0.96,10000.0,13403.464193304111
558,26,168.2,90.0,3411,0.65,5000.0,28468.332550649942
559,62,168.0,84.0,3271,0.01,,17838.879204168137
560,54,156.4,45.6,4744,0.9,,15944.351571310635
561,57,172.5,50.8,500,0.6,5000.0,500.0
562,58,171.4,75.1,1784,0.1,5000.0,500.0
563,56,164.5,48.5,3256,0.89,,500.0
564,74,165.2,57.1,2270,0.92,1220.4,9981.382567383063
565,48,177.3,83.8,3577,0.38,828.86,8908.267124870377
566,38,174.8,53.2,3146,0.56,5000.0,500.0
567,60,161.9,69.0,1765,0.1,5000.0,12869.386140401331
568,66,170.9,56.2,1414,0.42,197.88,7879.098508780672
569,65,183.9,109.5,2517,0.54,5000.0,500.0
570,52,174.8,67.5,2773,0.49,5000.0,500.0
571,54,157.6,80.2,3732,0.03,,10625.676850883963
572,50,154.3,74.7,4034,0.33,496.66,13979.88369121042
573,66,174.2,60.1,4370,0.32,10000.0,9149.762575104216
574,25,178.0,69.9,2679,0.8,5000.0,24776.40156737597
575,57,159.0,57.5,1346,0.93,,2151.253609039803
576,23,177.0,90.9,1039,0.68,10000.0,5377.4359066227125
577,74,159.8,32.2,3829,0.04,,500.0
578,18,179.5,94.5,5645,0.44,10000.0,23263.81823794237
579,33,173.9,69.8,3743,0.94,10000.0,500.0
580,29,184.2,69.4,3562,0.1,,25932.37750370768
581,73,174.6,65.8,2258,0.44,,500.0
582,65,184.2,66.6,2940,0.84,10000.0,500.0
583,53,182.8,66.5,2938,0.13,5000.0,500.0
584,75,174.1,67.0,3201,0.9,10000.0,10974.19548310474
585,54,168.8,55.2,1984,0.97,,500.0
586,61,170.9,49.8,2842,0.37,10000.0,14628.460631927765
587,66,177.0,55.3,2310,0.44,,13526.643330258712
588,43,169.3,85.4,3289,0.85,582.39,22364.985659357644
589,36,159.1,76.5,3055,0.54,,500.0
590,31,175.0,72.9,2729,0.4,,20714.46594528287
591,18,174.3,83.3,500,0.21,,13895.776251207084
592,59,171.7,91.6,2490,0.23,798.15,500.0
593,62,158.5,63.6,2434,0.95,5000.0,500.0
594,74,153.2,70.6,2760,0.77,5000.0,17089.72304557635
595,72,170.8,54.5,3276,0.5,,34796.85400708748
596,39,187.5,82.8,2193,0.95,,28162.834906399592
597,31,159.1,68.5,3060,0.11,5000.0,8243.367217368506
598,30,154.2,85.8,2997,0.87,,500.0
599,32,175.1,75.4,1167,0.38,719.08,3328.8424402473306
600,40,175.5,55.7,2200,0.47,,17015.694884436813
601,32,175.7,68.3,1731,0.29,,2333.869952457323
602,52,170.2,60.8,2812,0.25,10000.0,500.0
603,22,182.1,83.0,2232,0.62,,500.0
604,66,184.0,68.0,1526,0.08,5000.0,9095.58278338632
605,52,161.1,73.1,2329,0.42,,16155.906746309356
606,25,169.7,47.7,3733,0.34,,5149.728824917103
607,71,168.8,70.6,500,0.38,5000.0,500.0
608,46,182.4,45.2,500,0.26,548.06,500.0
609,70,180.2,74.5,3329,0.72,10000.0,500.0
610,51,183.9,59.8,4806,0.2,5000.0,500.0
611,50,180.2,68.1,500,0.62,5000.0,500.0
612,47,165.7,68.6,1181,0.05,5000.0,500.0
613,28,161.1,57.2,3401,0.71,10000.0,32916.89585109401
614,21,172.9,81.7,3338,0.21,10000.0,500.0
615,42,165.3,75.5,1997,0.76,991.69,500.0
616,31,174.0,67.8,1410,0.68,,500.0
617,23,162.5,55.9,2203,0.59,,29886.90863760261
618,57,169.5,88.3,2371,0.69,543.26,23746.99647292048
619,51,164.0,74.9,500,0.24,10000.0,500.0
620,19,153.1,64.9,2564,0.03,663.52,500.0
621,59,174.7,46.4,3198,0.89,388.41,15028.581820523268
622,49,166.0,78.1,2306,0.64,,500.0
623,35,160.5,84.9,3234,0.52,,8600.648893706006
624,21,153.6,88.1,3070,0.58,5000.0,9825.729814473463
625,30,174.0,83.7,500,0.1,10000.0,17036.680201676703
626,72,174.6,51.2,2655,0.09,10000.0,500.0
627,44,168.3,68.2,3123,0.65,5000.0,20396.247744681383
628,65,174.8,89.5,1058,0.46,1287.43,500.0
629,50,177.8,62.8,1137,0.52,,500.0
630,62,181.9,91.8,3155,0.32,10000.0,500.0
631,36,174.1,52.1,785,0.33,,500.0
632,20,182.3,107.4,2613,0.25,10000.0,500.0
633,50,176.4,71.4,2430,0.05,,2179.9540644179174
634,40,169.9,62.5,1975,0.97,10000.0,500.0
635,26,169.2,61.9,3535,0.88,5000.0,500.0
636,30,189.6,77.7,3202,0.37,10000.0,23124.572672263635
637,70,179.2,70.3,3067,0.33,,500.0
638,74,160.1,90.7,4583,0.45,789.54,7300.042929230574
639,36,176.1,75.6,2251,0.58,410.51,500.0
640,23,176.5,38.1,3998,0.63,418.79,500.0
641,25,169.1,67.3,4143,0.71,5000.0,4492.145732725343
642,71,177.6,68.0,1881,0.72,847.92,500.0
643,52,176.5,70.06407999999999,1851,0.97,5000.0,500.0
644,60,156.9,99.6,1449,0.43,10000.0,500.0
645,21,151.5,94.9,1223,0.2,868.62,500.0
646,67,178.2,74.6,2916,0.48,10000.0,500.0
647,64,161.8,66.6,2811,0.37,5000.0,500.0
648,71,160.8,105.5,4947,0.0,,25151.281467326688
649,52,167.8,88.1,2937,0.3,10000.0,7911.083974614097
650,70,168.0,75.2,2670,0.98,5000.0,36896.60980019855
651,43,161.6,78.2,2189,0.85,5000.0,1998.9243449274347
652,39,180.4,59.6,2903,0.25,1055.61,500.0
653,69,161.8,50.0,2470,0.78,5000.0,10783.05855056268
654,31,174.3,86.1,2021,0.47,,500.0
655,47,184.3,77.1,4857,0.19,5000.0,12507.864081330485
656,37,153.2,70.8,500,0.69,,12534.086087338055
657,31,168.0,59.6,3466,0.57,5000.0,17023.97520924748
658,56,171.3,73.3,3906,0.36,,2813.500497804289
659,27,171.3,89.1,500,0.05,,7650.239810585742
660,44,162.8,89.8,2481,0.99,5000.0,14225.3372344427
661,26,166.9,42.8,942,0.35,5000.0,500.0
662,50,168.5,55.5,1559,0.84,5000.0,500.0
663,74,178.9,91.9,1767,0.44,992.53,15635.971719797486
664,70,149.7,70.0,3425,0.8,5000.0,18764.585626528544
665,31,192.3,59.7,943,0.47,10000.0,5572.693231935993
666,47,167.9,65.2,1358,0.49,10000.0,4586.889041982074
667,19,174.5,61.6,2779,0.09,10000.0,500.0
668,73,176.6,50.6,1621,0.76,,16177.121288527109
669,38,153.6,68.7,1195,0.14,10000.0,500.0
670,46,182.0,69.3,3333,0.19,10000.0,8943.350242989567
671,26,170.00376,66.3,2796,0.54,5000.0,12787.499641856708
672,70,149.0,41.7,3871,0.19,,500.0
673,32,178.4,51.8,3159,0.2,1050.15,500.0
674,75,153.8,60.0,1641,0.74,713.54,500.0
675,25,158.5,68.9,500,0.14,,3602.0572172903267
676,54,155.4,66.7,3175,0.5,,580.3723833248425
677,71,173.4,65.9,2425,0.99,5000.0,4133.895360615895
678,29,163.6,54.0,3212,0.61,5000.0,2371.972611770464
679,35,154.1,45.9,2022,0.3,1070.67,500.0
680,44,181.2,82.9,2308,0.3,,16957.3941868435
681,61,174.8,70.06407999999999,2613,0.34,5000.0,7438.027916673134
682,68,176.0,76.4,5345,0.63,,28168.06385337335
683,29,154.5,47.3,500,0.06,10000.0,12046.205178867209
684,56,180.6,59.4,1776,0.43,5000.0,500.0
685,31,161.5,57.3,3453,0.93,10000.0,14069.071759640394
686,29,196.3,60.1,4510,0.34,5000.0,14476.711366790529
687,64,186.3,89.4,3432,0.48,,28433.95647982497
688,55,154.4,60.4,3050,0.15,,500.0
689,44,177.5,65.4,2651,0.94,,500.0
690,24,181.0,86.5,2142,0.04,5000.0,500.0
691,60,165.5,79.3,4102,0.83,,9149.762575104216
692,71,170.00376,73.6,2161,0.06,421.1,500.0
693,33,167.9,84.0,2061,0.78,,18751.338613719585
694,23,171.3,78.8,2806,0.3,,33790.934028461925
695,22,182.0,69.3,1809,0.79,,1846.089316631996
696,43,161.4,64.6,3974,0.96,,23670.74957331744
697,25,185.9,47.5,1245,0.53,,500.0
698,18,176.6,58.0,1285,0.72,5000.0,500.0
699,73,179.1,57.6,3991,0.11,10000.0,500.0
700,70,170.2,57.5,1061,0.03,846.98,500.0
701,45,168.7,84.5,3686,0.87,566.08,7549.507251288014
702,70,159.0,61.8,3650,0.94,5000.0,12762.371866272675
703,59,162.0,41.0,2768,0.65,,6847.684831678455
704,58,175.5,65.6,1326,0.53,,500.0
705,23,162.5,55.5,1237,0.16,,8128.129620552187
706,63,166.4,98.1,1173,0.68,,3681.123044139684
707,50,194.4,65.0,2571,0.42,5000.0,15089.998384791275
708,60,178.8,62.8,2583,0.86,421.32,20579.7385473986
709,69,166.1,61.0,3935,0.2,10000.0,28400.018228752502
710,66,184.8,72.2,1272,0.04,,500.0
711,19,163.7,71.0,2320,0.73,5000.0,13337.63621486146
712,25,174.2,48.3,500,0.26,10000.0,12483.11135845582
713,42,170.6,73.7,2521,0.92,10000.0,27258.509415783898
714,51,169.7,86.7,565,0.85,734.92,500.0
715,39,169.2,73.8,626,0.39,770.38,500.0
716,41,170.00376,49.5,3646,0.36,543.18,500.0
717,18,156.7,62.7,869,0.77,1053.52,500.0
718,68,172.0,69.2,3370,0.83,,26325.54973326867
719,54,165.2,56.3,1974,0.94,10000.0,9046.498896998608
720,38,163.9,93.4,2656,0.31,,500.0
721,58,156.4,86.3,3330,0.4,10000.0,24341.10694073292
722,42,153.6,43.8,1121,0.82,,1198.40278870796
723,53,175.8,86.2,4298,0.76,,500.0
724,21,167.6,68.8,3155,0.76,5000.0,500.0
725,26,151.7,45.0,3151,0.29,5000.0,500.0
726,49,177.1,93.5,1930,0.52,10000.0,7347.346017845576
727,56,167.4,69.1,4354,0.55,,500.0
728,41,143.9,68.1,2327,0.64,10000.0,500.0
729,40,179.7,63.7,2542,0.29,10000.0,500.0
730,45,159.4,62.8,1928,0.53,5000.0,500.0
731,66,180.6,99.3,3144,0.71,175.25,500.0
732,71,165.7,51.7,1311,0.32,5000.0,500.0
733,67,185.9,55.8,2073,0.17,5000.0,2957.735052299841
734,50,165.8,60.1,2271,0.01,5000.0,10100.043128108056
735,52,166.6,48.8,500,0.23,5000.0,500.0
736,71,170.3,63.6,1726,0.24,10000.0,18950.107921604256
737,58,167.5,55.5,2293,0.27,884.55,564.7858833290218
738,34,168.2,50.6,2531,0.73,5000.0,500.0
739,47,177.7,73.0,1414,0.98,5000.0,13904.822032884444
740,67,172.9,63.1,3963,0.43,5000.0,500.0
741,55,178.8,74.0,3299,0.32,,16118.51763534448
742,54,172.6,76.8,1144,0.15,,500.0
743,66,165.1,55.8,3106,0.37,5000.0,500.0
744,52,172.3,68.5,2301,0.66,1215.84,500.0
745,24,171.7,93.9,2920,0.11,10000.0,500.0
746,43,163.1,58.9,4147,0.58,10000.0,1303.426423485049
747,33,181.2,84.2,1804,0.3,5000.0,500.0
748,33,151.8,64.7,2762,0.32,,500.0
749,46,163.9,61.0,2489,0.21,,5228.925359555471
750,63,143.7,49.8,500,0.68,5000.0,500.0
751,32,169.8,60.1,1990,0.06,5000.0,500.0
752,25,184.2,78.5,3217,0.92,5000.0,500.0
753,59,174.5,56.0,1828,0.05,5000.0,500.0
754,59,178.8,67.5,1712,0.6,551.68,30608.618250535248
755,28,154.8,46.9,633,0.92,10000.0,3681.716862447288
756,25,161.0,47.6,3586,0.32,296.61,11435.755695720103
757,38,185.0,57.2,3344,0.69,,500.0
758,70,168.8,78.6,1808,0.45,,500.0
759,67,163.3,103.8,3383,0.49,5000.0,2600.2234067969134
760,43,181.1,78.7,3568,0.46,1006.02,38581.58326076975
761,52,170.3,63.8,3605,0.61,5000.0,14852.347077061037
762,28,180.8,61.8,1995,0.25,5000.0,11408.76158074839
763,36,173.5,57.8,678,0.52,1039.94,8427.301954426792
764,62,154.6,72.6,2619,0.35,10000.0,7589.296723322725
765,36,183.6,48.4,4122,0.03,281.27,37021.24314335338
766,29,173.0,65.5,2083,0.2,825.08,500.0
767,39,186.8,60.2,4064,0.2,1090.72,38597.40698768768
768,43,172.0,93.8,2119,0.6,5000.0,27709.49832108441
769,69,185.5,87.0,4204,0.79,874.31,500.0
770,46,160.4,90.0,606,0.8,10000.0,500.0
771,66,188.5,73.9,3578,0.83,5000.0,26303.44957979199
772,65,167.1,49.0,500,0.36,5000.0,500.0
773,27,164.2,88.7,2471,0.8,10000.0,500.0
774,19,177.1,74.6,3292,0.93,10000.0,7560.603246361036
775,18,177.6,59.7,1775,0.41,,8427.679988847724
776,45,170.0,77.3,500,0.71,1257.37,500.0
777,41,164.1,40.1,2542,0.99,10000.0,10264.314606260545
778,55,188.8,83.9,2832,0.68,,500.0
779,42,159.1,72.5,1852,0.65,10000.0,500.0
780,24,159.6,73.1,1368,0.46,,500.0
781,19,148.9,88.9,2180,0.11,,500.0
782,64,157.1,74.4,1185,0.6,761.76,500.0
783,41,180.5,51.6,1608,0.05,,19948.55530577029
784,38,176.6,74.1,1930,0.5,,500.0
785,59,159.8,93.4,2403,0.3,,500.0
786,22,167.3,101.3,1111,0.94,,500.0
787,63,173.6,47.6,1901,0.13,10000.0,9346.241062621397
788,69,181.2,55.0,5059,0.69,,3578.8122995430704
789,67,165.3,53.5,2448,0.13,5000.0,500.0
790,33,175.1,71.6,3860,0.65,5000.0,21105.465723365476
791,36,151.3,85.3,3676,0.88,764.54,500.0
792,59,167.7,58.4,2897,0.75,5000.0,500.0
793,39,187.4,76.7,2327,0.43,210.57,500.0
794,31,174.1,66.6,1307,0.57,1313.32,6309.4498277366265
795,65,176.0,61.7,4607,0.52,867.14,500.0
796,48,159.2,72.2,3180,0.6,,36556.59307284404
797,53,173.8,54.8,2429,0.79,5000.0,500.0
798,48,169.6,69.9,2395,0.4,10000.0,500.0
799,66,165.6,84.3,1976,0.13,,21781.98695875671
800,41,153.7,56.9,2466,0.68,,500.0
801,35,177.4,84.1,1555,0.51,5000.0,4723.846046656456
802,56,160.0,69.4,1519,0.54,5000.0,500.0
803,27,175.4,68.7,3179,0.94,5000.0,500.0
804,62,172.3,72.8,2423,0.21,5000.0,13513.468560001344
805,20,187.1,86.7,2487,0.6,5000.0,500.0
806,32,162.5,52.9,3650,0.39,841.6,500.0
807,52,156.3,55.2,1467,0.51,10000.0,500.0
808,32,174.2,67.2,500,0.89,,500.0
809,60,166.6,62.8,1996,0.99,10000.0,500.0
810,62,171.8,41.0,2003,0.69,904.17,1428.5107814896191
811,18,173.4,55.4,795,0.3,10000.0,500.0
812,39,186.5,63.3,2621,0.46,,17700.961735700923
813,36,179.3,56.7,2698,0.71,,1365.6135455569474
814,51,180.0,57.3,751,0.24,10000.0,5304.565695489534
815,57,154.5,49.9,2377,0.31,5000.0,7964.866269439541
816,71,176.9,97.2,1156,0.69,5000.0,500.0
817,48,154.6,52.5,4514,0.73,10000.0,34340.561702198414
818,46,163.4,79.0,3260,0.05,,12967.610492373218
819,60,172.0,77.0,1698,0.46,,25591.639696246308
820,25,178.6,61.4,2358,0.48,,39095.70132515807
821,66,173.9,76.3,3443,0.42,1068.71,500.0
822,44,175.6,82.6,4021,0.96,5000.0,500.0
823,29,171.5,79.4,500,0.46,514.54,7920.423808612631
824,62,172.9,59.9,3388,0.48,10000.0,500.0
825,66,164.7,87.5,1047,0.55,10000.0,500.0
826,30,155.5,85.4,1282,0.92,,500.0
827,37,173.3,40.2,3079,0.15,10000.0,500.0
828,25,171.9,82.6,2819,0.08,10000.0,21615.341955334683
829,39,174.2,91.3,3868,0.84,5000.0,6659.447214207712
830,58,179.0,65.1,3764,0.21,5000.0,26612.43910076703
831,69,182.4,61.5,1604,0.88,10000.0,500.0
832,52,168.8,59.6,3034,0.28,5000.0,500.0
833,69,158.4,74.0,2030,0.25,,17858.7134257502
834,18,179.0,51.9,2028,0.97,,500.0
835,40,172.8,56.9,1145,0.33,289.98,4885.126472172284
836,62,177.1,42.5,2721,0.95,5000.0,3566.516472585042
837,53,170.3,61.2,4096,0.08,931.21,10957.563256599551
838,39,170.3,63.5,4592,0.37,761.03,9149.762575104216
839,39,180.1,50.8,2575,0.98,714.84,500.0
840,24,165.6,55.8,3348,0.73,,500.0
841,34,160.6,64.3,1801,0.69,,26375.556848313485
842,68,152.1,71.8,1892,0.51,806.63,500.0
843,60,176.3,80.1,1855,0.42,5000.0,21260.31115423613
844,54,186.7,51.8,4398,0.2,10000.0,500.0
845,44,179.9,62.2,1699,0.07,,10595.161518636263
846,18,161.1,77.2,2212,0.04,,35080.871417525945
847,59,185.8,88.7,1693,0.66,10000.0,9210.633097072685
848,19,178.5,63.3,1985,0.92,,4702.812188676967
849,34,174.2,57.5,1370,0.13,1153.82,500.0
850,61,154.1,60.6,1226,0.6,5000.0,21253.504165053688
851,54,166.2,86.4,1434,0.23,5000.0,9332.083526883216
852,73,184.4,68.2,1579,0.01,10000.0,15798.705570103417
853,23,181.2,87.2,2756,0.39,,14985.199597962728
854,54,172.5,90.7,2154,0.6,,500.0
855,56,175.6,80.4,3474,0.26,644.49,34488.74999640782
856,54,172.8,87.0,3485,0.76,10000.0,19345.66758417409
857,26,173.3,77.6,4095,0.51,5000.0,7532.138945560896
858,70,171.5,40.6,1074,0.63,5000.0,500.0
859,31,171.3,54.7,1381,0.48,,500.0
860,30,179.7,64.6,2957,0.57,,22716.745394050467
861,38,159.1,64.3,2044,0.8,1332.12,500.0
862,27,162.9,75.6,3093,0.64,,20681.097315600247
863,30,172.3,51.6,3730,0.34,,500.0
864,74,178.2,75.9,2118,0.43,,8894.289806602754
865,18,171.6,75.4,1939,0.38,,500.0
866,49,146.0,56.6,2961,0.71,,500.0
867,40,178.3,53.6,1163,0.77,1448.43,500.0
868,40,156.2,54.5,3053,0.19,5000.0,23766.59476410503
869,38,163.3,104.1,3685,0.68,10000.0,32008.185485476926
870,68,167.8,64.5,1454,0.11,5000.0,500.0
871,50,163.2,88.0,500,0.94,788.75,500.0
872,50,170.4,53.1,2558,0.88,778.72,11500.035406653124
873,20,180.3,53.5,3693,0.17,10000.0,15425.10876755011
874,36,179.1,74.7,500,0.08,-18.66,12737.218091515948
875,34,156.6,66.8,3770,0.63,,24198.55602015513
876,47,157.0,78.3,612,0.19,,500.0
877,23,162.2,79.6,500,0.61,643.82,500.0
878,58,162.1,43.0,991,0.8,10000.0,500.0
879,31,183.6,87.7,3535,0.55,692.43,19835.92539738861
880,53,167.8,65.8,2076,0.48,,500.0
881,34,173.5,68.6,2018,0.45,581.42,1836.7844760802927
882,25,174.6,72.6,2383,0.03,5000.0,500.0
883,58,166.2,75.0,921,0.04,,1167.099525275034
884,67,157.0,75.6,3214,0.74,887.92,11242.995545552798
885,67,174.2,87.9,2323,0.46,,22338.290912557102
886,28,152.2,75.3,4233,0.32,10000.0,30444.41752606657
887,73,158.8,80.3,2863,0.91,10000.0,500.0
888,75,179.6,80.6,2028,0.8,5000.0,500.0
889,40,174.1,50.9,3621,0.91,10000.0,500.0
890,33,170.00376,86.8,500,0.27,5000.0,7941.080263849743
891,20,165.2,43.0,2384,0.21,5000.0,18259.874610043164
892,43,178.7,84.0,937,0.4,5000.0,11155.671648827018
893,19,174.8,78.9,2990,0.62,,24511.42535744556
894,19,167.2,87.2,2109,0.81,919.31,15669.04398561741
895,19,163.7,65.8,1811,0.46,10000.0,500.0
896,34,164.7,66.1,3319,0.72,5000.0,500.0
897,59,167.5,77.0,1982,0.99,5000.0,500.0
898,54,180.6,86.3,1185,0.0,5000.0,500.0
899,18,157.7,73.1,2304,0.6,10000.0,18449.42315980984
900,75,177.9,89.1,3711,0.97,5000.0,23727.3912340518
901,41,173.5,69.2,2841,0.34,,500.0
902,50,168.2,74.4,1399,0.11,10000.0,8067.806029332422
903,65,166.7,96.2,962,0.38,5000.0,500.0
904,33,175.6,72.5,2701,0.6,1002.95,4822.7471556909
905,23,189.9,71.8,2647,0.74,10000.0,500.0
906,48,177.6,33.8,1531,0.91,,8937.89525243721
907,34,162.7,58.9,1314,0.53,,500.0
908,43,159.8,91.1,3906,0.13,10000.0,23401.244236439383
909,44,170.00376,74.2,2701,0.41,5000.0,500.0
910,60,161.1,77.5,2940,0.88,5000.0,14796.357807131111
911,18,181.7,72.0,500,0.4,,500.0
912,48,169.9,81.0,2894,0.66,10000.0,23140.7308451777
913,41,175.9,66.2,1311,0.91,5000.0,500.0
914,45,172.0,76.9,3267,0.0,10000.0,14074.377466935224
915,28,172.9,65.4,1933,0.57,,23571.148482404995
916,63,168.5,62.4,3131,0.64,5000.0,7014.187179419071
917,56,178.4,50.7,4403,0.09,487.52,14994.5795608102
918,65,181.4,76.6,3754,0.88,,19334.15534027285
919,43,187.2,84.3,4451,0.07,465.01,21416.473603610186
920,32,173.2,105.7,4587,0.98,,15410.780096993256
921,29,172.7,65.9,5272,0.35,,3827.557213262908
922,75,174.4,65.7,3626,0.46,5000.0,500.0
923,40,167.8,82.7,914,0.38,10000.0,500.0
924,70,171.2,74.0,2326,0.13,,11311.766597335389
925,45,183.8,59.3,1978,0.09,10000.0,9116.730177951114
926,53,163.7,84.0,3685,0.59,10000.0,500.0
927,54,158.3,55.8,1910,0.89,,7377.783299074361
928,40,182.3,86.0,2077,0.2,,14249.999087338869
929,59,174.8,67.4,4734,0.51,,17625.005304333405
930,20,175.9,84.7,2939,0.3,741.62,500.0
931,49,168.2,63.0,4726,0.95,,9102.16224972496
932,74,171.8,58.4,3130,0.26,10000.0,11840.820030828452
933,49,163.3,52.8,1444,0.56,5000.0,3385.6371225579664
934,43,175.9,75.4,2075,0.37,,32669.937479172346
935,39,174.4,60.3,2713,0.47,5000.0,500.0
936,70,177.8,40.7,2427,0.02,,17442.43220020994
937,61,183.3,56.7,3928,0.28,5000.0,500.0
938,36,172.6,81.1,3333,0.78,10000.0,7445.877283247973
939,39,178.5,80.7,2861,0.14,10000.0,500.0
940,39,172.5,41.6,3189,0.59,10000.0,1798.8103112959332
941,48,178.0,63.2,2682,0.11,10000.0,26379.13982790571
942,73,157.9,68.3,3100,0.1,228.73,500.0
943,38,177.0,63.1,3122,0.99,,500.0
944,42,169.5,76.5,2052,0.83,743.17,4637.667090328978
945,26,170.8,70.6,2635,0.26,,23976.78489774104
946,46,176.7,57.9,3325,0.64,726.55,500.0
947,59,165.7,63.6,4873,0.78,,23563.724981128857
948,53,178.1,75.6,2440,0.87,5000.0,6719.12224337161
949,35,175.8,74.3,4282,0.27,405.57,7798.858895084444
950,27,169.5,50.3,2025,0.98,5000.0,17653.584460874208
951,51,142.8,84.1,1598,0.8,10000.0,500.0
952,57,173.5,71.1,2287,0.47,5000.0,763.8257882278798
953,71,161.8,68.6,2297,0.83,529.67,25690.51083872613
954,45,163.0,51.6,4059,0.4,10000.0,3835.433356742735
955,73,181.0,66.1,1776,0.87,,500.0
956,28,169.4,52.1,3398,0.7,723.64,500.0
957,50,163.1,51.6,1266,0.46,743.07,30725.27708971741
958,36,177.8,55.8,4098,0.95,5000.0,9149.762575104216
959,71,180.5,51.5,2057,0.4,10000.0,20743.675272718458
960,31,168.8,106.0,3778,0.36,5000.0,19998.243461066268
961,38,170.3,43.6,3345,0.9,5000.0,26465.223591017195
962,21,174.5,70.06407999999999,3219,0.77,5000.0,9980.438077538149
963,28,169.7,61.5,2026,0.87,10000.0,6182.241807638127
